"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"GA","Bartow County","13015","outlying","Bartow County, GA (outlying): 13015","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Butts County","13035","outlying","Butts County, GA (outlying): 13035","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Carroll County","13045","outlying","Carroll County, GA (outlying): 13045","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Cherokee County","13057","central","Cherokee County, GA (central): 13057","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Clayton County","13063","central","Clayton County, GA (central): 13063","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Cobb County","13067","central","Cobb County, GA (central): 13067","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Coweta County","13077","central","Coweta County, GA (central): 13077","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Dawson County","13085","central","Dawson County, GA (central): 13085","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","DeKalb County","13089","central","DeKalb County, GA (central): 13089","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Douglas County","13097","central","Douglas County, GA (central): 13097","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Fayette County","13113","central","Fayette County, GA (central): 13113","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Forsyth County","13117","central","Forsyth County, GA (central): 13117","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Fulton County","13121","central","Fulton County, GA (central): 13121","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Gwinnett County","13135","central","Gwinnett County, GA (central): 13135","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Haralson County","13143","outlying","Haralson County, GA (outlying): 13143","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Heard County","13149","outlying","Heard County, GA (outlying): 13149","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
"GA","Henry County","13151","central","Henry County, GA (central): 13151","12060","Atlanta-Sandy Springs-Roswell, GA","metro","Atlanta-Sandy Springs-Roswell, GA (metro): 12060","c('13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297')","122","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL: 122","c('13059','13195','13219','13221','13013','13015','13035','13045','13057','13063','13067','13077','13085','13089','13097','13113','13117','13121','13135','13143','13149','13151','13159','13187','13199','13211','13217','13223','13227','13231','13247','13255','13297','13129','13233','13137','13139','13157','01017','13285','13115','13293')"
